00020103-a	ind:def	tidak dapat diakses dan berpenduduk jarang
00020647-a	ind:def	sulit untuk mencapai atau dicapai
00020787-a	ind:def	membantu dalam mewujudkan adaptasi yang harmonis
00020827-n	ind:def	yang memiliki massa dan menempati ruang
00021110-a	ind:def	mau melakukan bantuan untuk orang lain
00021939-n	ind:def	suatu objek buatan manusia
00022316-v	ind:def	menyiram kobaran api dengan air
00022437-a	ind:def	akurat dan langsung ke sasaran
00022680-a	ind:def	ditandai dengan distorsi minimal pada reproduksi rekaman suara
00022852-a	ind:def	dilakukan dengan ketepatan tinggi
00023120-a	ind:def	di tempatkan atau dilemparkan dengan akurat
00023655-a	ind:def	(lapangan baseball) di sisi home plate jauh dari batter
00024417-a	ind:def	(Sering diikuti oleh 'untuk') dalam kebiasaan atau disesuaikan dengan
00024814-v	ind:def	minum sesuatu yang dingin
00025034-v	ind:def	membasuh muka dan tangan
00025290-r	ind:def	di mana-mana sahaja
00025633-a	ind:def	menghasilkan asam dalam larutan air
00025728-r	ind:def	di merata-rata tempat
00026168-a	ind:def	yang menunjukkan atau sifat dasar
00026388-a	ind:def	menyerupai senyawa yang dibentuk oleh hidrogen dalam mengganti asam dengan logam
00026515-a	ind:def	memiliki karakteristik dari kedua asam dan basa
00026706-a	ind:def	dapat berkembang dalam lingkungan yang relatif asam
00026895-a	ind:def	terutama dari beberapa bakteri
00027599-a	ind:def	umumnya disetujui atau diakui
00028008-a	ind:def	diterima sebagai kebenaran tanpa bukti
00028280-a	ind:def	diakui sebagai suatu anggapan
00028867-a	ind:def	nilai yang tidak diakui
00028876-v	ind:def	lesung pipi lesung pipit kelihatan
00028984-a	ind:def	tidak diketahui secara terbuka
00029007-n	ind:def	bebas dari apa yang menempati ruang tsb
00029114-n	ind:def	(Fisika) ruang di mana koordinat dimensi merupakan variabel yang penting
00029216-a	ind:def	tidak diakui/tidak dikenal
00029343-a	ind:def	keras/gigih untuk memperoleh sesuatu
00029677-n	ind:def	sebuah fenomena yang berkelanjutan
00029769-a	ind:def	ditandai dengan memperoleh atau mengumpulkan
00029933-a	ind:def	berkeinginan untuk mendapatkan misalnya kekayaan
00030701-a	ind:def	mengambil dengan kekerasan apa yang diinginkan
00030798-a	ind:def	hidup dengan mengorbankan orang lain untuk keuntungan pribadi
00031264-n	ind:def	sejumlah (anggota) yang dianggap sebagai satu unit
00031533-a	ind:def	tidak tertarik untuk memperoleh atau memiliki sesuatu
00031674-a	ind:def	mengembangkan atau membuka secara berurutan
00031974-a	ind:def	dicirikan oleh kegiatan energik
00032733-a	ind:def	bergerak cepat dan ringan
00032823-n	ind:def	hubungan antara organisme hidup (khususnya diantara manusia)
00033077-a	ind:def	ditandai dengan aktivitas bersemangat
00033206-a	ind:def	lebih aktif dari biasanya
00033359-a	ind:def	(seseorang) yang sangat sibuk dan aktif
00033475-a	ind:def	cocok untuk olahraga atau keterlibatan dalam olahraga
00033574-a	ind:def	tidak aktif secara fisik atau mental
00033886-a	ind:def	bekerja kantoran bukan bekerja secara fisik aktif
00034032-a	ind:def	tidak aktif tetapi mampu menjadi aktif
00034213-n	ind:def	proses yang dikenal melalui indera bukan oleh intuisi/ penalaran
00034232-a	ind:def	tidak aktif tidak normal
00034479-n	ind:def	sesuatu hal yang sepele
00034572-a	ind:def	kegiatan hanya duduk atau sedikit bergerak
00034710-a	ind:def	terlibat dalam pekerjaan penuh waktu
00034777-n	ind:def	pembedahan kosmetik menghapus keriput dan mengencangkan kulit di atas perut
00034924-a	ind:def	(Militer) di tempatkan pada tugas aktif
00035074-a	ind:def	tidak terlibat secara penuh-waktu kerja
00035254-a	ind:def	tidak melakukan atau dijadwalkan untuk tugas-tugas
00035368-a	ind:def	tidak lagi aktif dalam pekerjaan atau profesi
00035465-a	ind:def	penuh kegiatan atau terlibat dalam aktivitas yang berkesinambungan
00035697-n	ind:def	kenduri di Yunani kuno di mana peserta yang menang dapat hadiah
00035868-a	ind:def	penuh kegiatan energik dan riuh
00036346-a	ind:def	(Gerakan) percaya diri dan aktif
00036580-n	ind:def	sesuatu hal yang sepele
00036780-v	ind:def	membasuh tangan bersih-bersih
00036998-a	ind:def	(Bisnis) tidak aktif atau cepat
00037090-n	ind:def	menunjukkan prestasi besar atau penguasaan keterampilan
00037188-a	ind:def	tidak digunakan secara aktif
00037757-a	ind:def	(Patologi) tidak mengalami kemajuan atau peningkatan
00037985-a	ind:def	kurang peluang untuk pengembangan atau kemajuan
00038119-a	ind:def	tidak aktif secara komersial
00038260-a	ind:def	(Tumor) lambat sembuh atau berkembang dan biasanya tanpa rasa sakit
00038462-a	ind:def	(Patologi) tidak aktif saat ini
00038573-n	ind:def	(Kiasan) tindakan yang tidak produktif dan tidak memberikan harapan perbaikan
00038623-a	ind:def	(Patologi) tidak menimbulkan gejala
00038750-a	ind:def	bertindak atau menyelenggarakan perubahan
00038863-n	ind:def	tindakan yang akan menimbulkan konflik jika terus berlanjut
00039121-v	ind:def	memotong rambut mengikut potongan bob
00039122-a	ind:def	advokasi atau terlibat dalam aktivisme
00039211-n	ind:def	aksi dan reaksi timbal balik
00039394-a	ind:def	(kebijakan) mengendalikan situasi dengan menyebabkan sesuatu terjadi
00039545-n	ind:def	kontak dengan sesuatu yang berbahaya atau tidak diinginkan
00039740-n	ind:def	kontak yang terjadi ketika dua orang melihat satu sama lain secara langsung
00039990-n	ind:def	kontak antara pemohon dan calon karyawan
00040325-a	ind:def	(gunung berapi) meledak atau berpotensi untuk meledak
00040420-n	ind:def	saling tukar hak komersial atau lainnya
00040545-n	ind:def	pertukaran antara budaya yang berbeda yang produktif dan saling menguntungkan
00040685-a	ind:def	(gunung berapi) tidak meledak dan tidak punah
00040804-n	ind:def	pertukaran sosial atau lisan (biasanya diikuti oleh 'dengan')
00040909-a	ind:def	diam atau tidak aktif
00041188-n	ind:def	tindakan mengambil bagian dalam permainan
00041202-a	ind:def	danau atau kawah) secara fisik tidak aktif
00041361-a	ind:def	(misalnya gunung berapi) mampu meletus
00041468-n	ind:def	tindakan menggunakan pedang (atau senjata lainnya) dengan semangat dan terampil
00041488-a	ind:def	"gunung berapi sangat hidup"
00041554-v	ind:def	membubuh pemerah pipi pada
00041618-a	ind:def	kata sifat partisip (menyatakan aksi bukan suatu keadaan)
00041841-a	ind:def	(Digunakan verba dan kata sifat) menyatakan keberadaan atau keadaan
00041899-n	ind:def	tindakan untuk mendapatkan sesuatu
00042037-a	ind:def	menyatakan bahwa subjek kalimat memiliki fungsi semantik
00042311-n	ind:def	tindakan yang menyebabkan sesuatu terjadi
00042479-v	ind:def	merawat tangan dan kuku
00042641-v	ind:def	merawat tangan dan kuku
00042837-a	ind:def	menetralkan atau mengurangi pengaruh dengan tindakan bertentangan
00042982-a	ind:def	mampu menurunkan tegangan permukaan cairan
00043116-n	ind:def	tindakan berani dan heroik
00043231-a	ind:def	tidak aktif atau diaktifkan
00043480-v	ind:def	membubuh minyak wangi
00043609-n	ind:def	tindakan atau cara menyingkirkan sesuatu
00043615-a	ind:def	(matahari) ditandai dengan rendahnya tingkat permukaan bintik matahari
00043902-n	ind:def	(Baseball) stroke yang berhasil dalam sebuah kontes atletik (khususnya di bisbol)
00044150-n	ind:def	tindakan pelaksanaan (menyediakan sarana praktis untuk mencapai sesuatu)
00044455-n	ind:def	tindakan datang (atau pergi) keluar
00044608-a	ind:def	potensial yang ada tetapi tidak jelas saat ini
00044673-n	ind:def	tindakan membuat sama atau seragam
00044760-a	ind:def	mengalami sakit cepat dan pendek tapi parah
00044900-n	ind:def	menggali sesuatu dari tanah (terutama mayat) yang telah dikuburkan
00044987-a	ind:def	berkaitan dengan penyakit setengah akut pada seseorang
00045114-n	ind:def	(Yudaisme) suatu perbuatan baik dilakukan karena kewajiban agama
00045123-a	ind:def	yang tahan lama dan berulang atau ditandai oleh penderitaan yang panjang
00045356-a	ind:def	(penyakit) ditandai dengan kerusakan organ dan sel secara bertahap
00045646-n	ind:def	kekuatan kemauan untuk usaha baru
00045735-a	ind:def	(Mikroorganisme) sangat infektif
00045907-n	ind:def	tindakan mengembalikan atau menyimpan sesuatu yang hilang
00046014-a	ind:def	tidak dapat memproduksi penyakit
00046109-a	ind:def	memiliki kapasitas untuk adaptasi
00046177-n	ind:def	tindakan meninggalkan (tanpa izin)
00046344-n	ind:def	tidak biasa atau berbahaya
00046522-n	ind:def	tindakan meletakkan dua hal bersama-sama dengan tidak ada spasi di antaranya
00046673-a	ind:def	menunjukkan adaptasi yang salah
00047018-n	ind:def	prestasi mengagumkan yang brilian
00047106-n	ind:def	setiap prestasi yang diakui
00047356-n	ind:def	prestasi yang lebih baik dari yang diharapkan
00047550-n	ind:def	lebih buruk dari kinerja yang diharapkan
00047653-a	ind:def	bebas dari ketergantungan obat
00048051-n	ind:def	maju ke arah tujuan
00048129-a	ind:def	ditandai atau diproduksi dengan zat tambahan
00048374-n	ind:def	sikap setelah tiba di tempat tertentu
00048828-n	ind:def	kedatangan yang telah ditunggu (terutama dari sesuatu yang penting)
00048858-a	ind:def	lebih lanjut / tambahan
00049016-a	ind:def	bertindak sebagai pelengkap (sesuatu yang melengkapi keseluruhan)
00049344-n	ind:def	tindakan memasuki kesuatu wilayah atau domain (sering kali dalam jumlah besar)
00049469-a	ind:def	kalender tahun sesuai dengan tahun matahari
00049530-n	ind:def	masuk secara paksa atau tanpa izin
00049636-n	ind:def	kekerasan yang tiba-tiba
00049909-n	ind:def	tindakan yang melibatkan harta
00050260-a	ind:def	cenderung menguap pada suhu yang sangat tinggi
00050799-a	ind:def	ditujukan kepada diri sendiri
00051192-n	ind:def	yang datang atau pulang ke rumah
00051373-a	ind:def	memiliki kualitas yang diperlukan untuk
00051385-n	ind:def	tindakan untuk kembali ke negara asal
00051525-n	ind:def	tindakan memasuki atau melalui sesuatu
00051571-a	ind:def	memadai untuk tujuan itu
00051696-a	ind:def	kurang kualitas atau sumber daya yang diperlukan untuk memenuhi tugas
00051897-n	ind:def	jangkauan sejauh mana suatu produk diakui dan dibeli oleh pelanggan
00052012-a	ind:def	tidak memadai dalam jumlah
00052334-n	ind:def	tindakan mendarat setelah sebuah perjalanan (laut)
00052431-a	ind:def	tidak memadai dalam jumlah pekerja
00052500-n	ind:def	tindakan turun ke bumi (atau permukaan lainnya)
00052791-n	ind:def	pendaratan pesawat tak terjadwal yang dibuat dalam keadaan (kegagalan mesin)
00053097-n	ind:def	meninggalkan seseorang atau tempat
00053154-a	ind:def	bersatu seolah-olah di lem
00053405-n	ind:def	keberangkatan mendadak dan tanpa pemberitahuan
00053609-n	ind:def	tindakan meninggalkan diam-diam atau tanpa penjelasan
00053806-n	ind:def	menghilang tiba-tiba dari pandangan
00054278-a	ind:def	ditutupi dengan karet perekat
00054328-n	ind:def	menarik diri ke belakang
00054483-n	ind:def	tindakan menarik diri / mundur (suatu bahaya atau tidak menyenangkan)
00054541-a	ind:def	segel tanpa penerapan kelembapan
00054667-a	ind:def	(label kertas atau perangko) yang dilekatkan
00054804-a	ind:def	ditutupi dengan bahan perekat
00054821-n	ind:def	tindakan pemindahan; meninggalkan tempat secara teratur
00055038-n	ind:def	pemindahan orang (biasanya dengan transportasi udara) ke tempat perawatan medis
00055041-a	ind:def	tekstur tidak menyerupai lem
00055256-a	ind:def	tidak dipasang karet perekat
00055315-n	ind:def	menarik dukungan atau bantuan meskipun setia atau tanggung jawab
00055340-a	ind:def	berkaitan dengan praktek pengadilan yang bertentangan dengan prinsip hukum
00055633-n	ind:def	tindakan melarikan diri diam-diam (untuk menghindari penangkapan)
00055765-a	ind:def	memenuhi syarat untuk adopsi
00055793-n	ind:def	hilangnya militer yang tidak sah
00055906-a	ind:def	sulit di tempatkan di sebuah rumah adopsi
00055932-n	ind:def	penyeberangan dari garis partai
00056002-a	ind:def	diberikan dengan sesuatu yang dimaksudkan untuk meningkatkan kecantikan
00056087-n	ind:def	migrasi dari suatu tempat (dari negara asal Anda untuk menetap di lain negara)
00056311-n	ind:def	terutama ke suatu negara untuk menetap di sana
00056551-n	ind:def	(Yudaisme) imigrasi orang Yahudi ke Israel
00056660-a	ind:def	ditutupi dengan manik-manik atau perhiasan
00056688-n	ind:def	(Militer) tindakan menarik kembali pasukan
00056849-a	ind:def	pameran mode yang vulgar
00056912-n	ind:def	(Militer) penarikan pasukan ke posisi yang lebih menguntungkan
00056943-a	ind:def	memiliki wajah yang dihiasi dengan kacamata atau sebuah lensa
00057149-a	ind:def	dihiasi dengan pola menyulam
00057162-n	ind:def	(Militer) berhenti sementara aksi ofensif militer
00057257-r	ind:def	sampai ke akar-akarnya
00057306-n	ind:def	memutuskan tindakan militer terhadap musuh
00057390-a	ind:def	dihiasi dengan banyak tombol
00057566-a	ind:def	(logam) ada daerah yang dipisahkan oleh logam dan diisi dengan enamel berwarna
00057737-a	ind:def	berkilauan dengan emas atau perak
00057748-n	ind:def	aksi militer di darat, laut, dan udara dalam invasi terorganisir
00057881-a	ind:def	(Helm kesatria) yang memiliki bulu-bulu hias
00057992-a	ind:def	(burung atau hewan) memiliki hiasan pada kepala
00058002-n	ind:def	tindakan penumpang turun dari sebuah kapal atau pesawat udara
00058247-n	ind:def	pendaratan dari perahu atau kapal
00058337-n	ind:def	proses penumpang dan kru naik ke sebuah kapal atau pesawat udara
00058379-a	ind:def	(atap) dilengkapi dengan crocket (sebuah hiasan dalam bentuk melengkung
00058608-n	ind:def	tindakan melarikan diri dengan kekasih (biasanya untuk menikah)
00058822-a	ind:def	memiliki strip tepi hias
00058929-a	ind:def	tepi yang disepuh seperti pada halaman buku
00059028-a	ind:def	dihiasi dengan lidah api
00059127-n	ind:def	tindakan melarikan diri dari sesuatu
00059201-a	ind:def	memiliki pola hias tenunan
00059326-a	ind:def	dihiasi dengan potongan-potongan kecil kaca berwarna
00059376-n	ind:def	tindakan menghindari tertangkap (dengan cara yang licik)
00059552-n	ind:def	tindakan yang bertujuan untuk menghindari lawan
00059669-a	ind:def	dilengkapi atau dihiasi dengan panel atau lis
00059728-n	ind:def	(Tinju) sikap petinju berpegangan lawannya untuk menghindari dipukul
00059965-a	ind:def	tergantung atau dihiasi dengan permadani
00060053-a	ind:def	dihiasi dengan jumbai-jumbai
00060151-a	ind:def	dihiasi dengan cara tertentu
00060201-n	ind:def	melarikan diri dengan cepat (oleh penjahat)
00060294-a	ind:def	memiliki atau dihiasi dengan jumbai
00060414-n	ind:def	perjalanan kelompok besar untuk melarikan diri dari lingkungan yang bermusuhan
00060548-n	ind:def	perpindahan nabi Muhammad dari Mekah ke Madinah di tahun 622
00060605-a	ind:def	kurangnya hiasan atau ornamen
00060817-n	ind:def	membantu budak belian melarikan diri sebelum Perang Saudara Amerika
00060875-a	ind:def	tidak dihiasi dengan jumbai
00060969-a	ind:def	diaktifkan oleh asetilkolin atau senyawa terkait
00061088-a	ind:def	menghambat aksi asetilkolin pada reseptor
00061171-n	ind:def	muncul ke permukaan dan menjadi jelas
00061453-n	ind:def	proses pengiriman lagi (terutama dengan mentransfer ke kapal lain)
00061664-a	ind:def	bebas dari kekusutan (tepat)
00061792-n	ind:def	merampungkan pernikahan melalui hubungan seksual
00061917-n	ind:def	sesuatu yang menjadi nyata atau konkret
00062133-n	ind:def	saat kenikmatan paling intens dalam hubungan seksual
00062152-a	ind:def	terampil dalam penggunaan lebih dari satu gerakan otot
00062331-n	ind:def	orgasme disertai oleh sensasi ejakulasi semen
00062367-a	ind:def	ahli dalam gerakan fisik
00062451-n	ind:def	tindakan penyempurnaan sesuatu (keinginan atau janji dan lain-lain)
00062806-n	ind:def	tindakan untuk mencapai suatu tujuan
00063087-a	ind:def	mental dan akal yang cerdas
00063310-n	ind:def	waktu tercepat yang pernah direkam untuk jarak tertentu dalam pacuan kuda
00063559-n	ind:def	catatan terbaik di seluruh dunia
00063563-a	ind:def	kurang keterampilan gerakan fisik
00064151-n	ind:def	hal yang sukses luar biasa
00064176-a	ind:def	kurang interaksi terampil dan gerakan otot efektif
00064365-a	ind:def	(seseorang) kurangnya keterampilan mekanis
00064370-n	ind:def	sebuah pukulan yang tak terduga
00064691-r	ind:def	dengan cara yang sesuai dan mengikut peraturan
00064789-n	ind:def	sesuatu yang benar-benar berhasil dalam mencapai tujuannya
00065098-n	ind:def	tindakan mengangkat seseorang menjadi bangsawan
00065216-n	ind:def	sukses dalam menguasai sesuatu yang sulit
00065336-n	ind:def	sukses yang penting dan cemerlang
00065575-n	ind:def	sukses dalam ujian ug memuaskan
00065791-a	ind:def	suka menempuh bahaya
00065855-n	ind:def	pengakuan perguruan tinggi bahwa program studi telah berhasil diselesaikan
00066146-a	ind:def	mengambil risiko dijual untuk usaha
00066216-n	ind:def	tindakan yang tidak mencapai tujuan
00066397-n	ind:def	suatu kelalaian yang tidak terduga
00066565-a	ind:def	melibatkan risiko atau keinginan untuk mengambil risiko
00066800-a	ind:def	tidak bersedia mengambil risiko
00066901-n	ind:def	kegagalan untuk mencapai kinerja minimum
00066933-a	ind:def	(melakukan suatu) aman dari risiko
00067379-a	ind:def	(Komparatif) lebih bijak atau lebih menguntungkan
00067397-n	ind:def	kerugian karena tidak muncul
00067638-a	ind:def	menguntungkan dan karenanya dianjurkan
00067707-n	ind:def	tindakan menyerah (biasanya di bawah kondisi yang disepakati)
00067966-a	ind:def	memiliki pertimbangan dan berhati-hati
00068170-n	ind:def	kemenangan yang tidak terduga
00068180-a	ind:def	dipertimbangkan dengan hati-hati
00068333-n	ind:def	kegagalan untuk mempertahankan suatu negara
00068617-n	ind:def	kebiasaan kambuh kembali ke dalam kejahatan
00068738-a	ind:def	hidup atau aktif hanya dengan adanya oksigen
00068755-n	ind:def	tindakan (atau kegagalan untuk bertindak) yang mengecewakan seseorang
00068883-a	ind:def	terjadi karena adanya oksigen
00069060-a	ind:def	hidup atau aktif tanpa adanya oksigen bebas
00069060-n	ind:def	kegagalan untuk menghadapi kesulitan
00069815-n	ind:def	kegagalan untuk menepati janji (perkawinan)
00069948-a	ind:def	standar estetika yang memuaskan
00070111-a	ind:def	melayani estetika dalam mempercantik tubuh
00070215-n	ind:def	pelanggaran yang terjadi sewaktu tidak sesuai dengan ketentuan garansi
00070288-a	ind:def	memiliki kualitas yang unik pada seni lukis
00070363-n	ind:def	tindakan yang menyimpang dari posisi vertikal
00070462-n	ind:def	pelanggaran serius yang cukup untuk menghancurkan nilai kontrak
00070807-n	ind:def	pelanggaran yang tidak menghancurkan nilai kontrak namun dapat menimbulkan klaim
00071142-a	ind:def	sangat terpengaruh atau dipengaruhi
00071242-a	ind:def	(Digunakan dalam kombinasi) dipengaruhi oleh sesuatu yang luar biasa
00071427-a	ind:def	tergila-gila oleh teater
00071546-n	ind:def	(Tenis) dua kesalahan berturut-turut mengakibatkan hilangnya titik
00071547-v	ind:def	menyiksa di atas pangkin penyeksaan
00071559-a	ind:def	mungkin dipengaruhi oleh sesuatu
00071864-n	ind:def	akrobat sesaat dari bisbol yang dipukul atau dilempar
00071992-a	ind:def	tidak mengalami perubahan ketika bertindak
00072068-n	ind:def	(Baseball) kegagalan pemain ind:defensif untuk bermain normal
00072790-a	ind:def	tidak dipengaruhi atau terpengaruh
00073525-n	ind:def	(Matematika) salah perhitungan dari perhitungan numerik yang belum selesai
00073828-n	ind:def	kesalahan kecil yang tidak disengaja
00073935-a	ind:def	(gaya bicara) terlalu berbunga-bunga
00074094-a	ind:def	memiliki perangai tidak wajar
00074216-a	ind:def	(Suara) lembut dan kaya
00074324-n	ind:def	(Olahraga) kesalahan posisi di lapangan (sepak bola, hoki es, hoki lapangan, dan lain-lain
00074624-n	ind:def	kesalahan akibat dari kelalaian
00075019-a	ind:def	mengalir secara alami dan terus menerus
00075389-a	ind:def	mengungkapkan perjanjian atau persetujuan
00075471-n	ind:def	kesalahan yang membuat tampak konyol
00075515-a	ind:def	mengungkapkan pengingkaran atau penolakan
00075790-n	ind:def	kesalahan serius dan menggelikan
00075952-a	ind:def	cenderung untuk menerima bukan menolak
00076393-n	ind:def	efek kesalahan mencolok yang bergema
00077059-a	ind:def	mengapung di permukaan air
00077419-n	ind:def	kontrak atau mengakuisisi sesuatu kepemilikan
00077747-r	ind:def	dengan penuh kasih sayang
00078050-r	ind:def	dengan cara yang berlawanan
00078329-a	ind:def	menderita rasa takut akan jatuh dari tempat yang tinggi
00078705-a	ind:def	menderita agorafobia (takut di tempat terbuka atau umum)
00078821-n	ind:def	pemerolehan uang pemerintah untuk dimanfaatkan
00078851-a	ind:def	tiba-tiba mengalami rasa bahaya
00078942-a	ind:def	menderita algophobia (takut sakit)
00079069-a	ind:def	dalam ketakutan atau takut kejahatan
00079212-n	ind:def	tindakan pembelian kembali sesuatu yang sebelumnya telah dijual
00079262-a	ind:def	ketakutan terhadap penyerahan atau kepatuhan
00079356-a	ind:def	menderita claustrophobia (takut di tempat-tempat tertutup)
00079485-a	ind:def	mengalami atau menunjukkan rasa takut
00079603-n	ind:def	perdagangan dalam obligasi (biasanya dengan broker di lantai bursa)
00079896-a	ind:def	cerminan rasa takut atau teror dari orang yang diburu
00079908-n	ind:def	efek penjualan komoditi berjangka
00080213-a	ind:def	menderita abnormal takut kotoran atau kontaminasi
00080242-n	ind:def	membeli atau menjual saham perusahaan oleh petugas perusahaan atau orang dalam
00080357-a	ind:def	keadaan yang tidak tentu haluan
00080357-a	ind:def	keadaan takut atau putus asa yang intens
00080698-a	ind:def	sangat takut hingga tidak dapat bergerak
00080743-n	ind:def	pilihan untuk membeli saham yang diberikan (atau indeks saham)
00081087-a	ind:def	menderita triskaidekaphobia (takut nomor 13)
00081174-n	ind:def	pilihan untuk membeli atau menjual saham tertentu (atau indeks saham atau komoditi
00081234-a	ind:def	kehilangan keberanian dan kekuatan
00081417-a	ind:def	rasa takut terhadap teror
00081513-a	ind:def	menderita terhadap barang asing
00081836-n	ind:def	mencari dan membeli barang atau jasa
00082034-a	ind:def	tidak luput dari bahaya
00082160-a	ind:def	tidak terpengaruh oleh ketakutan
00082223-n	ind:def	membeli barang yang akan dikirim melalui pos
00082241-a	ind:def	menunjukkan tekad dan energik mengejar tujuan-tujuan
00082766-a	ind:def	menunjukkan siap untuk melawan
00082870-n	ind:def	tindakan mengambil milik atau kekuasaan atas sesuatu
00083296-a	ind:def	terus menerus persuasif dan agresif
00083478-a	ind:def	yang targetnya tidak diminta oleh manajemen perusahaan
00083585-n	ind:def	suksesi turun temurun dari suatu properti
00083876-a	ind:def	penuh semangat dan berisik
00083975-n	ind:def	sering kali tanpa izin pemilik
00084022-a	ind:def	hidup dengan mengumpankan hewan lain dengan menangkap mangsa hidup
00084353-a	ind:def	siap dan mampu untuk menggunakan kekuatan atau kekerasan
00084642-n	ind:def	mengubah pengucapan kata yang dipinjam dan disetujui oleh fonologi
00085630-a	ind:def	(orang) terlalu terpengaruh oleh emosi
00085678-n	ind:def	penyitaan oleh pemerintah
00086005-a	ind:def	terganggu secara psikologis seolah-olah pukulan fisik atau sengatan
00086210-a	ind:def	ditandai dengan emosi yang kuat
00086297-n	ind:def	menempatkan hak milik pribadi di bawah pengawasan petugas hukum
00086341-a	ind:def	bingung dengan rasa takut atau emosi kekerasan lainnya
00086606-a	ind:def	ditandai oleh emosi yang berlebihan atau tidak terkendali
00086654-n	ind:def	tindakan memaksa seseorang ke layanan pemerintah
00086801-a	ind:def	(keadaan mental) ditandai dengan halusinasi, euforia atau kadang-kadang putus as
00087073-n	ind:def	tindakan menempati hunian sebelum orang lain melakukannya
00087152-a	ind:def	tidak terganggu secara emosional
00087597-a	ind:def	(Cairan) gelisah penuh semangat
00087837-a	ind:def	bergerak dengan agitasi kuat
00088055-a	ind:def	terbentur atau terguncang tersentak-sentak
00088328-a	ind:def	dalam kondisi agitasi terus-menerus
00088545-a	ind:def	gerakan melingkar biasanya untuk mencampur
00088658-a	ind:def	tidak terganggu atau digerakkan secara fisik
00088792-a	ind:def	(Cairan) tidak turbulen
00090708-v	ind:def	melukai seseorang hingga cacat
00091121-a	ind:def	rudal darat ke udara
00091259-r	ind:def	tidak dengan sepenuh hati
00091647-v	ind:def	menyebabkan lumpuh sebelah kaki
00092136-a	ind:def	(Informal British) tidak tertipu atau ditipu
00092551-a	ind:def	tidak waspada terhadap potensi berbahaya
00092691-a	ind:def	berhubungan dengan karakteristik dari algoritma
00092933-a	ind:def	berhubungan dengan formulasi umum yang berfungsi untuk membimbing penyelidikan
00093108-a	ind:def	pemecahan masalah dengan pengalaman bukan teori
